Street,Bus Line,Departure Time,RouteDescription,Route Duration (minutes)
Nova 1,Bus Line 36,11:31,"The bus passes through the streets: Svetog Save, Kneza Višeslava, Vladimira Perića, Novosadska, Bulevar kralja Aleksandra, Stevana Sinđelića, Kralja Milana. On the way, you can see: Serbian National Theatre, Stari Grad.",25
Petra Drapšina,Bus Line 16,21:36,"The bus passes through the streets: Temerinska, Bulevar kralja Aleksandra, Aleksandra Vulina, Braće Kovač, Vojvode Mišića, Partizanska, Miletićeva, Vuka Karadžića. On the way, you can see: Fish Market, Cathedral of Saint George, Danube Park, Novi Sad Fair.",43
Svetog Save,Bus Line 93,3:52,"The bus passes through the streets: Zmaj Jovina, Vojvode Mišića, Železnička, Braće Krsmanović, Svetosavska, Stevana Mokranjca, Jovana Cvijića, Braće Radić, Vuka Karadžića, Jevrejska. On the way, you can see: University of Novi Sad, Danube Park, Danube River.",56
Petefi Šandora,Bus Line 69,19:36,"The bus passes through the streets: Ive Lole Ribara, Petra Kočića, Aleksandra Vulina, Milutina Milankovića, Pariske Komune, Podbara, Novosadska. On the way, you can see: Limanski Park, Fish Market, Liberty Square, Strand Beach.",38
Svetosavska,Bus Line 60,6:05,"The bus passes through the streets: Miletićeva, Partizanska, Nova 1, Mihajla Pupina, Vukašinovićeva, Braće Grulović, Petefi Šandora, Vuka Karadžića, Bulevar Oslobođenja, Stevana Sinđelića. On the way, you can see: Svetozar Miletić Monument, City Hall, Spens Sports Center.",38
Svetosavska,Bus Line 49,0:35,"The bus passes through the streets: Bulevar Slobodana Jovanovića, Petefi Šandora, Narodnog Fronta, Miloša Obilića, Njegoševa. On the way, you can see: Limanski Park, Danube Park.",41
Braće Dronjak,Bus Line 50,14:44,"The bus passes through the streets: Braće Grulović, Braće Krkljuš, Narodnih Heroja, Banatić, Vojvode Mišića, Braće Jovanović, Braće Đukić, Maršala Tita, Futog. On the way, you can see: University of Novi Sad, Matica Srpska Gallery, Liberty Square, Danube River.",32
Nova 1,Bus Line 62,14:49,"The bus passes through the streets: Salajka, Kraljice Marije, Svetog Save, Vuka Karadžića, Milutina Milankovića, Đorđa Jovanovića. On the way, you can see: Fish Market, Liberty Square, Danube Park, Big Shopping Mall.",59
Njegoševa,Bus Line 5,10:29,"The bus passes through the streets: Zlatiborska, Majke Jugovića, Svetosavska, Braće Stefanović, Stevana Sinđelića, Đorđa Jovanovića. On the way, you can see: Limanski Park, Serbian National Theatre, Cathedral of Saint George, Danube River.",53
Zlatiborska,Bus Line 33,23:38,"The bus passes through the streets: Milovana Glišića, Svetozara Miletića, Banatić, Kneza Pavla, Maršala Tita, Miše Dimitrijevića, Nova 2, Kralja Milana, Braće Ribnikar. On the way, you can see: Cathedral of Saint George, Stari Grad.",41
Bulevar Oslobođenja,Bus Line 53,0:57,"The bus passes through the streets: Novosadska 3, Zmaj Jovina, Kralja Milana, Svetosavska, Nova 2. On the way, you can see: Strand Beach, Stari Grad.",39
Braće Đukić,Bus Line 99,14:44,"The bus passes through the streets: Milovana Glišića, Braće Radić, Jug Bogdana, Kneza Mihaila, Petra Drapšina, Braće Brkić, Braće Janjić, Kisacka. On the way, you can see: Novi Sad Fair, Žeželj Bridge, Stari Grad.",37
Kisacka,Bus Line 27,17:12,"The bus passes through the streets: Kraljice Marije, Veternik, Njegoševa, Braće Dronjak, Stevana Mokranjca, Novosadska 3, Petra Drapšina. On the way, you can see: Svetozar Miletić Monument, Big Shopping Mall, Freedom Square, Žeželj Bridge.",44
Njegoševa,Bus Line 56,8:37,"The bus passes through the streets: Dositejeva, Vuka Karadžića, Vojvode Mišića, Telep, Sajlovo, Adice, Narodnog Fronta, Stevana Sinđelića, Vojislava Ilića. On the way, you can see: Novi Sad Fair, Žeželj Bridge, Stari Grad, Museum of Vojvodina.",30
Nova 1,Bus Line 78,5:25,"The bus passes through the streets: Branka Radičevića, Vladimira Perića, Petra Kočića, Slobodana Bajica, Kneza Pavla, Narodnih Heroja, Dunavska, Milutina Milankovića, Zlatiborska, Braće Krkljuš. On the way, you can see: Freedom Square, University of Novi Sad, Danube River, Cathedral of Saint George.",28
Banatić,Bus Line 91,4:07,"The bus passes through the streets: Vuka Karadžića, Stepanovići, Braće Ribnikar, Vuka Karadžića, Stefana Dečanskog, Bulevar Oslobođenja, Trg Republike. On the way, you can see: Danube River, Museum of Vojvodina, Petrovaradin Fortress.",25
Braće Dronjak,Bus Line 83,0:42,"The bus passes through the streets: Braće Stefanović, Salajka, Braće Krkljuš, Kralja Milana, Balzakova, Novosadska 3, Temerinska, Vojvode Mišića, Braće Popović. On the way, you can see: University of Novi Sad, Museum of Vojvodina, Danube River.",58
Braće Čolaković,Bus Line 88,20:24,"The bus passes through the streets: Đorđa Jovanovića, Braće Krkljuš, Bulevar Slobodana Jovanovića, Balzakova, Dositejeva, Karađorđeva, Braće Radić, Stevana Mokranjca. On the way, you can see: Cathedral of Saint George, Freedom Square, Fish Market.",55
Trg Republike,Bus Line 10,12:01,"The bus passes through the streets: Novosadska 2, Kralja Aleksandra I Karađorđevića, Jug Bogdana, Laze Telečkog, Braće Kovač, Svetosavska. On the way, you can see: Novi Sad Fair, Novi Sad Synagogue, Žeželj Bridge, Serbian National Theatre.",54
Braće Krsmanović,Bus Line 51,9:54,"The bus passes through the streets: Bulevar Evrope, Braće Popović, Mihajla Pupina, Novosadska 2, Cara Lazara. On the way, you can see: Žeželj Bridge, Big Shopping Mall.",57
Carice Milice,Bus Line 34,18:54,"The bus passes through the streets: Svetosavska, Braće Milić, Svetozara Miletića, Braće Ribnikar, Somborska Rampa, Gogoljeva, Dositejeva, Braće Janjić, Jovana Cvijića, Miletićeva. On the way, you can see: Big Shopping Mall, Freedom Square, Limanski Park.",50
Pariske Komune,Bus Line 64,23:03,"The bus passes through the streets: Kralja Petra I, Sajlovo, Dunavska, Đorđa Jovanovića, Gogoljeva, Kralja Aleksandra I Karađorđevića, Bulevar Jaše Tomića, Mihajla Pupina. On the way, you can see: Fruška Gora National Park, Stari Grad, City Hall, Limanski Park.",22
Vojislava Ilića,Bus Line 59,20:16,"The bus passes through the streets: Nova 1, Kneza Mihaila, Vojvode Mišića, Jug Bogdana, Braće Grulović, Bulevar Slobodana Jovanovića, Braće Čolaković. On the way, you can see: Strand Beach, Svetozar Miletić Monument.",39
Adice,Bus Line 48,7:07,"The bus passes through the streets: Braće Brkić, Vojislava Ilića, Kneza Mihaila, Laze Telečkog, Ive Lole Ribara, Stefana Dečanskog, Kraljice Marije, Mihajla Pupina, Lasla Gala, Braće Ribnikar. On the way, you can see: Freedom Square, Fish Market, Stari Grad.",22
Kralja Milana,Bus Line 10,0:57,"The bus passes through the streets: Cara Lazara, Narodnog Fronta, Njegoševa, Bulevar Evrope, Telep, Bulevar Oslobođenja, Feješ Klare, Jovana Subotića, Žarka Zrenjanina. On the way, you can see: Spens Sports Center, Petrovaradin Fortress, Matica Srpska Gallery, Strand Beach.",31
Futog,Bus Line 95,1:40,"The bus passes through the streets: Kralja Petra I, Vuka Karadžića, Maršala Tita, Braće Brkić, Pavla Papa, Cara Lazara, Milutina Milankovića. On the way, you can see: Žeželj Bridge, Spens Sports Center, Strand Beach.",47
Nikole Tesle,Bus Line 52,9:04,"The bus passes through the streets: Kralja Milana, Nova 2, Maršala Tita, Braće Novaković, Jovana Subotića, Živojina Mišića, Aleksandra Vulina, Bulevar Patrijarha Pavla, Petefi Šandora. On the way, you can see: Cathedral of Saint George, Limanski Park, Serbian National Theatre.",43
Vuka Karadžića,Bus Line 62,9:54,"The bus passes through the streets: Feješ Klare, Balzakova, Futog, Sonje Marinković, Vladimira Perića, Novosadska 1, Vojvode Mišića, Miše Dimitrijevića, Maršala Tita. On the way, you can see: Petrovaradin Fortress, Fish Market.",38
Stevana Mokranjca,Bus Line 10,21:21,"The bus passes through the streets: Salajka, Narodnih Heroja, Pariske Komune, Braće Brkić, Partizanska, Braće Jerković, Nova 2. On the way, you can see: Novi Sad Fair, Matica Srpska Gallery, Danube Park, Stari Grad.",59
Pariske Komune,Bus Line 90,9:39,"The bus passes through the streets: Miletićeva, Braće Penić, Partizanska, Đorđa Jovanovića, Novosadska 3, Braće Vujić, Sonje Marinković. On the way, you can see: Big Shopping Mall, Cathedral of Saint George, Svetozar Miletić Monument.",59
Trg Slobode,Bus Line 25,16:24,"The bus passes through the streets: Grbavica, Kraljice Marije, Jevrejska, Aleksandra Vulina, Petra Drapšina, Kneza Višeslava, Novosadska 3, Svetog Save. On the way, you can see: Novi Sad Synagogue, Freedom Square.",53
Kneza Mihaila,Bus Line 37,11:06,"The bus passes through the streets: Pariske Komune, Podbara, Vojislava Ilića, Kneza Lazara, Dunavska, Futog. On the way, you can see: Museum of Vojvodina, Danube River, Strand Beach.",21
Kneza Pavla,Bus Line 59,2:37,"The bus passes through the streets: Dunavska, Kneza Mihaila, Vojvode Mišića, Petefi Šandora, Novosadska 2, Temerinska, Bulevar Oslobođenja. On the way, you can see: Stari Grad, Fruška Gora National Park, University of Novi Sad.",43
Bulevar Slobodana Jovanovića,Bus Line 87,21:11,"The bus passes through the streets: Kralja Milana, Živojina Mišića, Majke Jugovića, Nikole Tesle, Bulevar Slobodana Jovanovića, Braće Popović, Jug Bogdana, Kisacka. On the way, you can see: Matica Srpska Gallery, Danube Park, University of Novi Sad.",58
Đure Đakovića,Bus Line 88,16:17,"The bus passes through the streets: Stevana Sremca, Braće Grulović, Vojvode Mišića, Kralja Milana, Svetozara Miletića, Detelinara. On the way, you can see: Spens Sports Center, Serbian National Theatre, Petrovaradin Fortress, Novi Sad Synagogue.",54
Partizanska,Bus Line 6,12:14,"The bus passes through the streets: Bulevar Jaše Tomića, Radnički, Vuka Karadžića, Kraljice Marije, Futoška, Nova 1, Kralja Milana, Stražilovska, Braće Krkljuš, Njegoševa. On the way, you can see: University of Novi Sad, Limanski Park, Novi Sad Fair, Novi Sad Synagogue.",52
Svetog Save,Bus Line 15,22:45,"The bus passes through the streets: Novosadska, Dunavska, Temerinska, Svetog Save, Radnički, Vojvode Putnika, Partizanska, Omladinska. On the way, you can see: Serbian National Theatre, Limanski Park.",49
Braće Milić,Bus Line 89,0:35,"The bus passes through the streets: Vojvode Mišića, Branka Radičevića, Petra Kočića, Trg Slobode, Braće Jovanović, Miloša Obilića, Detelinara, Telep, Braće Grulović, Futog. On the way, you can see: Svetozar Miletić Monument, Petrovaradin Fortress, Fruška Gora National Park.",45
Zmaj Jovina,Bus Line 100,11:06,"The bus passes through the streets: Svetog Save, Svetosavska, Bulevar Jaše Tomića, Gogoljeva, Braće Popović, Braće Krkljuš, Futog. On the way, you can see: Freedom Square, Fish Market, University of Novi Sad, Danube Park.",25
Gogoljeva,Bus Line 31,10:29,"The bus passes through the streets: Zmaj Jovina, Trg Republike, Bulevar Patrijarha Pavla, Klisa, Narodnih Heroja. On the way, you can see: Matica Srpska Gallery, Svetozar Miletić Monument.",22
Carice Milice,Bus Line 33,16:44,"The bus passes through the streets: Vladimira Perića, Braće Vujić, Klisa, Svetosavska, Svetozara Miletića. On the way, you can see: City Hall, Museum of Vojvodina, Danube Park.",58
Omladinska,Bus Line 45,16:24,"The bus passes through the streets: Braće Janjić, Miloša Obilića, Kraljice Marije, Petra Kočića, Nova 1, Zlatiborska, Đure Đakovića, Kralja Aleksandra I Karađorđevića. On the way, you can see: Danube River, Limanski Park, City Hall, University of Novi Sad.",39
Braće Radić,Bus Line 15,20:16,"The bus passes through the streets: Miloša Obilića, Jevrejska, Klisa, Trg Republike, Novosadska 2, Kisacka, Bulevar Mihajla Pupina, Novosadska 1, Bulevar Jaše Tomića, Dunavska. On the way, you can see: Fish Market, Freedom Square.",39
Braće Kovač,Bus Line 56,0:35,"The bus passes through the streets: Miloša Obilića, Jevrejska, Gogoljeva, Petefi Šandora, Stefana Dečanskog, Stevana Mokranjca, Braće Stefanović. On the way, you can see: Fish Market, University of Novi Sad, City Hall.",21
Grbavica,Bus Line 74,2:10,"The bus passes through the streets: Maršala Tita, Balzakova, Železnička, Partizanska, Kneza Mihailova, Trg Slobode, Vojvode Putnika, Nikole Tesle. On the way, you can see: Svetozar Miletić Monument, Danube Park.",42
Kneza Lazara,Bus Line 82,20:24,"The bus passes through the streets: Bulevar Slobodana Jovanovića, Radnički, Kneza Mihailova, Jovana Subotića, Stevana Sremca, Jug Bogdana, Partizanska. On the way, you can see: Freedom Square, Fish Market, University of Novi Sad, Žeželj Bridge.",51
Braće Milić,Bus Line 51,8:37,"The bus passes through the streets: Braće Penić, Svetog Save, Miše Dimitrijevića, Stevana Mokranjca, Beogradska, Novosadska 3, Radnički. On the way, you can see: Žeželj Bridge, Big Shopping Mall, Danube Park, Cathedral of Saint George.",41
Stražilovska,Bus Line 14,6:05,"The bus passes through the streets: Nova 2, Braće Krkljuš, Stevana Sremca, Petra Kočića, Jovana Cvijića. On the way, you can see: University of Novi Sad, Fruška Gora National Park, Novi Sad Synagogue, Novi Sad Fair.",25
Kneza Višeslava,Bus Line 19,17:54,"The bus passes through the streets: Braće Ilić, Pavla Papa, Dositejeva, Kralja Milana, Njegoševa. On the way, you can see: Novi Sad Synagogue, Strand Beach, Liberty Square.",50
Svetosavska,Bus Line 78,6:12,"The bus passes through the streets: Braće Krkljuš, Laze Telečkog, Narodnih Heroja, Stevana Sremca, Braće Krkljuš, Braće Grulović, Jovana Cvijića, Vojvode Mišića, Carice Milice, Stefana Dečanskog. On the way, you can see: Limanski Park, Strand Beach, Big Shopping Mall.",38
Carice Milice,Bus Line 47,2:57,"The bus passes through the streets: Braće Dronjak, Kralja Petra I, Stefana Dečanskog, Slobodana Bajica, Vukašinovićeva. On the way, you can see: Danube River, Limanski Park, Strand Beach.",47
Kralja Aleksandra,Bus Line 72,20:31,"The bus passes through the streets: Kralja Aleksandra, Kisacka, Jovana Subotića, Futoška, Vuka Karadžića, Grbavica, Jovana Cvijića, Bulevar cara Lazara, Svetog Save. On the way, you can see: Fish Market, Museum of Vojvodina.",26
Vojislava Ilića,Bus Line 42,14:09,"The bus passes through the streets: Temerinska, Jevrejska, Kisacka, Đorđa Jovanovića, Braće Popović, Kneza Miloša, Novosadska 1, Banatić. On the way, you can see: Petrovaradin Fortress, Stari Grad.",20
Beogradska,Bus Line 52,17:54,"The bus passes through the streets: Kneza Pavla, Železnička, Pariske Komune, Stevana Mokranjca, Bulevar Jaše Tomića, Klisa, Stražilovska, Braće Jovanović, Braće Krsmanović. On the way, you can see: Limanski Park, Petrovaradin Fortress.",26
Svetog Save,Bus Line 92,4:07,"The bus passes through the streets: Braće Đukić, Petefi Šandora, Braće Jerković, Kralja Aleksandra I Karađorđevića, Jug Bogdana, Karađorđeva, Kneza Pavla, Braće Čolaković, Bulevar Slobodana Jovanovića. On the way, you can see: Fruška Gora National Park, Strand Beach, University of Novi Sad, Big Shopping Mall.",25
Sajlovo,Bus Line 46,9:44,"The bus passes through the streets: Bulevar Evrope, Braće Novaković, Jug Bogdana, Novosadska 1, Kneza Mihaila. On the way, you can see: Petrovaradin Fortress, Limanski Park, Matica Srpska Gallery.",60
Nova 1,Bus Line 22,14:29,"The bus passes through the streets: Železnička, Feješ Klare, Braće Brkić, Jug Bogdana, Miletićeva, Braće Kovač, Vuka Karadžića. On the way, you can see: Spens Sports Center, Žeželj Bridge, Strand Beach, Serbian National Theatre.",51
Zmaj Jovina,Bus Line 10,2:17,"The bus passes through the streets: Sonje Marinković, Nikole Tesle, Braće Čolaković, Radnički, Trg Slobode, Petra Kočića, Maršala Tita, Trg Republike, Braće Đukić. On the way, you can see: Spens Sports Center, Big Shopping Mall, Serbian National Theatre.",31
Trg Slobode,Bus Line 93,7:54,"The bus passes through the streets: Maksima Gorkog, Adice, Jovana Subotića, Vuka Karadžića, Braće Popović. On the way, you can see: Liberty Square, Novi Sad Fair.",27
Novosadska 3,Bus Line 67,4:07,"The bus passes through the streets: Beogradska, Ive Lole Ribara, Carice Milice, Detelinara, Braće Krsmanović, Bulevar Slobodana Jovanovića, Milovana Glišića, Živojina Mišića, Trg Republike, Kralja Milana. On the way, you can see: Fruška Gora National Park, Danube Park, Svetozar Miletić Monument, Novi Sad Fair.",20
Svetozara Miletića,Bus Line 90,21:21,"The bus passes through the streets: Omladinska, Kralja Petra I, Miloša Obilića, Carice Milice, Bulevar cara Lazara. On the way, you can see: Stari Grad, Limanski Park, Novi Sad Synagogue, Strand Beach.",30
Kralja Aleksandra I Karađorđevića,Bus Line 52,12:49,"The bus passes through the streets: Vuka Karadžića, Limani, Beogradska, Bulevar Mihajla Pupina, Petefi Šandora, Nova 1, Mihajla Pupina, Laze Kostića, Braće Stefanović, Braće Janjić. On the way, you can see: Žeželj Bridge, City Hall, Fruška Gora National Park.",23
Vuka Karadžića,Bus Line 8,18:54,"The bus passes through the streets: Vojvode Mišića, Jovana Cvijića, Zmaj Jovina, Miletićeva, Cara Lazara, Lasla Gala, Njegoševa. On the way, you can see: Spens Sports Center, Matica Srpska Gallery, Danube Park, Limanski Park.",55
Trg Republike,Bus Line 97,16:24,"The bus passes through the streets: Milana Tepić, Mihajla Pupina, Veternik, Braće Kovač, Salajka. On the way, you can see: Limanski Park, Big Shopping Mall, Serbian National Theatre, Strand Beach.",51
Dositejeva,Bus Line 2,9:44,"The bus passes through the streets: Radnički, Salajka, Veternik, Lasla Gala, Svetosavska, Đure Đakovića. On the way, you can see: Strand Beach, Big Shopping Mall, Petrovaradin Fortress.",21
Bulevar cara Lazara,Bus Line 69,9:54,"The bus passes through the streets: Petra Drapšina, Kralja Aleksandra I Karađorđevića, Detelinara, Narodnog Fronta, Stevana Sremca, Majke Jugovića, Đorđa Jovanovića. On the way, you can see: City Hall, Strand Beach, Žeželj Bridge, Svetozar Miletić Monument.",22
Kisacka,Bus Line 96,14:09,"The bus passes through the streets: Jevrejska, Braće Krkljuš, Braće Grulović, Svetosavska, Braće Vujić, Braće Đukić. On the way, you can see: Fish Market, City Hall, Liberty Square.",22
Trg Slobode,Bus Line 28,23:03,"The bus passes through the streets: Somborska Rampa, Aleksandra Vulina, Branka Radičevića, Stražilovska, Njegoševa, Zmaj Jovina, Miletićeva, Svetosavska. On the way, you can see: Danube River, Svetozar Miletić Monument.",32
Temerinska,Bus Line 78,10:39,"The bus passes through the streets: Braće Krsmanović, Kneza Višeslava, Laze Kostića, Kralja Petra I, Bulevar kralja Aleksandra, Vuka Karadžića, Bulevar kralja Petra I. On the way, you can see: Stari Grad, Spens Sports Center.",25
Partizanska,Bus Line 83,21:11,"The bus passes through the streets: Ive Lole Ribara, Milovana Glišića, Kneza Pavla, Kraljice Marije, Braće Radić, Nikole Tesle, Braće Jovanović, Svetosavska. On the way, you can see: Stari Grad, Novi Sad Synagogue, Fruška Gora National Park, Freedom Square.",40
Limani,Bus Line 61,10:29,"The bus passes through the streets: Braće Jerković, Vojvode Mišića, Jovana Cvijića, Žarka Zrenjanina, Braće Krsmanović, Živojina Mišića, Narodnih Heroja, Kneza Mihaila, Kneza Pavla, Kraljice Marije. On the way, you can see: Danube River, Fish Market, Matica Srpska Gallery, Stari Grad.",41
Sajlovo,Bus Line 68,2:02,"The bus passes through the streets: Milutina Milankovića, Vuka Karadžića, Cara Lazara, Partizanska, Maršala Tita. On the way, you can see: City Hall, Danube Park, Fruška Gora National Park.",59
Trg Republike,Bus Line 70,23:00,"The bus passes through the streets: Lasla Gala, Braće Đukić, Braće Stefanović, Miletićeva, Mihajla Pupina, Branka Radičevića, Balzakova, Pavla Papa. On the way, you can see: Strand Beach, Liberty Square, Svetozar Miletić Monument, Fish Market.",21
Njegoševa,Bus Line 54,13:09,"The bus passes through the streets: Zlatiborska, Jovana Cvijića, Braće Ribnikar, Svetozara Miletića, Novosadska 3, Telep, Braće Ribnikar, Vojvode Putnika, Jevrejska, Braće Jerković. On the way, you can see: Fish Market, Limanski Park, Fruška Gora National Park, Novi Sad Fair.",21
Vojvode Mišića,Bus Line 61,8:37,"The bus passes through the streets: Carice Milice, Svetosavska, Zmaj Jovina, Vojvode Mišića, Braće Krkljuš, Omladinska, Nova 2, Vuka Karadžića, Braće Ilić. On the way, you can see: Strand Beach, Fruška Gora National Park, Svetozar Miletić Monument, Spens Sports Center.",26
Kraljice Marije,Bus Line 54,2:05,"The bus passes through the streets: Limani, Braće Kovač, Nikole Tesle, Kralja Aleksandra I Karađorđevića, Đure Đakovića, Cara Lazara, Milutina Milankovića, Petra Kočića, Carice Milice, Braće Ilić. On the way, you can see: Spens Sports Center, Cathedral of Saint George, Liberty Square.",40
Stevana Mokranjca,Bus Line 95,2:10,"The bus passes through the streets: Branka Radičevića, Petra Drapšina, Stražilovska, Mihajla Pupina, Salajka, Somborska Rampa. On the way, you can see: Freedom Square, Fish Market.",21
Braće Janjić,Bus Line 85,0:00,"The bus passes through the streets: Stevana Mokranjca, Braće Jovanović, Vuka Karadžića, Braće Grulović, Svetozara Miletića, Bulevar Patrijarha Pavla, Milovana Glišića, Grbavica. On the way, you can see: Cathedral of Saint George, Fish Market.",49
Trg Slobode,Bus Line 53,13:49,"The bus passes through the streets: Bulevar kralja Aleksandra, Braće Brkić, Radnički, Maršala Tita, Kralja Aleksandra, Petra Kočića, Kneza Miloša, Braće Janjić, Zmaj Jovina, Braće Jerković. On the way, you can see: Museum of Vojvodina, Freedom Square.",50
Bulevar kralja Petra I,Bus Line 80,17:19,"The bus passes through the streets: Braće Čolaković, Dositejeva, Novosadska 2, Železnička, Limani. On the way, you can see: Petrovaradin Fortress, Strand Beach.",28
Braće Popović,Bus Line 34,12:01,"The bus passes through the streets: Bulevar Slobodana Jovanovića, Novosadska 2, Maršala Tita, Zmaj Jovina, Braće Vujić, Braće Ribnikar, Svetog Save. On the way, you can see: Novi Sad Fair, Novi Sad Synagogue, University of Novi Sad.",32
Petra Drapšina,Bus Line 46,17:12,"The bus passes through the streets: Braće Jerković, Banatić, Petefi Šandora, Stevana Mokranjca, Vojvode Mišića, Nova 2, Jevrejska, Sonje Marinković, Braće Čolaković. On the way, you can see: Limanski Park, Freedom Square, Žeželj Bridge.",36
Lasla Gala,Bus Line 26,23:03,"The bus passes through the streets: Njegoševa, Braće Brkić, Živojina Mišića, Braće Ribnikar, Milovana Glišića, Stevana Sremca, Kneza Pavla, Miletićeva, Bulevar kralja Petra I. On the way, you can see: Liberty Square, Big Shopping Mall.",52
Novosadska 2,Bus Line 14,14:29,"The bus passes through the streets: Maksima Gorkog, Trg Slobode, Karađorđeva, Adice, Partizanska. On the way, you can see: Novi Sad Fair, Fish Market.",39
Braće Brkić,Bus Line 45,2:05,"The bus passes through the streets: Kraljice Marije, Laze Kostića, Balzakova, Mihajla Pupina, Carice Milice, Kralja Milana. On the way, you can see: Serbian National Theatre, Novi Sad Synagogue, Svetozar Miletić Monument, Cathedral of Saint George.",55
Braće Ribnikar,Bus Line 82,14:49,"The bus passes through the streets: Trg Republike, Vuka Karadžića, Omladinska, Pariske Komune, Lasla Gala, Živojina Mišića, Klisa, Narodnih Heroja. On the way, you can see: Matica Srpska Gallery, Žeželj Bridge, Museum of Vojvodina, Fruška Gora National Park.",31
